# primary_key> primární klíč
# disposition> aktuální stav
# agent_id> ID konkrétního operátora (zvedače)
# delay> délka čekání na hovor
# time_block> časový blok
# handling_time> čas zpracování hovoru
# originator> hash volajícího čísla
# international> zda jde o mezinárodní volání
# time_segment_id> id časového bloku
# operator> telefonní operátor (O2, T-mobile...)
# service_id> id služby, na které zákazník volal
# wup_question_id> z ope_wup_logs
# wup_answer_id> z ope_wup_logs
# cancelled

"primary_key","disposition","agent_id","delay","time_block","handling_time","originator","international","time_segment_id","operator","service_id","wup_question_id","wup_answer_id","cancelled"
"10000655061375478349","abandoned","","2","2014-07-23 07:45:00","0","52757014949e4923dc92d79b73c9f60b","0","NULL","1","6","NULL","NULL","0"
"10000657762021232609","released","80499","35","2014-09-05 13:15:00","61","42e373e17d4391628cc4dc0faf6bdf04","0","NULL","1","6","NULL","NULL","0"
"100006648366194236","released","80096","19","2014-07-02 13:30:00","97","e880bd48abdaad72fb181b740cde2d75","0","NULL","-1","10","NULL","NULL","0"
"10000688319520749655","released","80692","36","2014-08-18 12:15:00","81","ae946814835e4df99487cfc87441f0b7","0","NULL","2","6","NULL","NULL","0"
"10000690234945479984","released","89045","4","2014-09-14 09:00:00","0","cf69935ae95cad79eb26dd6a044277b9","0","NULL","1","7","NULL","NULL","0"
"10000707464652558057","abandoned","","10","2014-09-29 11:00:00","0","5d28b69f9a1ccf0eece5e170ebc20ae0","0","NULL","-1","7","NULL","NULL","1"
"10000717424662079256","released","80682","46","2014-08-22 09:30:00","198","5f4b394bac7ae050e4d13387f8a5a1ad","0","NULL","-1","6","NULL","NULL","0"
"10000733286643852411","released","80562","20","2014-07-07 10:00:00","7","3cfa439edc0b42279fa8b4b28c8d1e5a","0","NULL","2","6","NULL","NULL","0"
"10000736112490160433","transferred","80641","3","2014-05-19 16:00:00","45","56e5642f70c813e30f2756494bd76694","0","NULL","3","6","NULL","NULL","0"
"10000742067697388699","released","80677","5","2014-09-10 16:30:00","158","b32fd5925a407cefa6cd352c33c160e2","0","NULL","2","7","NULL","NULL","0"
"10000768002928800599","released","80523","9","2014-07-13 13:15:00","65","d792f40dba2bcac7078403fde52972d6","0","NULL","1","6","NULL","NULL","0"
"10000771561999997910","released","89058","30","2014-10-02 11:00:00","349","c51da2b9b3a48bc188490fde948bd6bf","0","NULL","-1","7","NULL","NULL","0"
"10000781604535334805","released","80064","3","2014-06-12 13:45:00","34","1360e6ba67e6db715d22e31da5faced7","0","NULL","1","6","NULL","NULL","0"
"1000080197444576560","released on hold","80687","28","2014-09-04 14:15:00","142","c3aeaee1c974699b7f07fe2aab71d54b","0","NULL","2","6","NULL","NULL","0"
"10000840670314173572","released","80013","4","2014-06-10 10:00:00","118","c3f3bfc1c4abe42694d7165cd9618af1","0","NULL","-1","6","NULL","NULL","0"
"10000849069908606890","released","80101","22","2014-08-19 09:00:00","47","5e5cd52b09276bd31f9402df7bf9129a","0","NULL","-1","6","NULL","NULL","0"
"10000859023805979006","released","80693","6","2014-09-18 17:00:00","52","b19da4583e05d3870e8e1a407da6b0a8","0","NULL","3","6","NULL","NULL","0"
"10000869322418622001","released","80479","5","2014-10-01 13:30:00","31","268fa6bac54a189e30b236c6ebdc57fe","0","NULL","-1","6","NULL","NULL","0"
"10000877862024035991","released","80659","5","2014-06-16 18:30:00","386","93e9aa173ef93fb9ab50a6e69f4f4093","0","NULL","2","6","NULL","NULL","0"
"10000894680595313834","released","80013","18","2014-07-31 10:30:00","62","13868d9e9a5213219eb17d22d507ed47","0","NULL","1","7","NULL","NULL","0"
"10000909594171420300","released","80074","4","2014-06-20 13:15:00","87","cf51bf8de92339ded8bc2ae7e20386ae","0","NULL","1","6","NULL","NULL","0"
"10000932688001329236","released on hold","80159","6","2014-07-15 09:30:00","0","3fcd607f3259f53a520d50db923c74e5","0","NULL","-1","7","NULL","NULL","0"
"10000937673547871383","released on hold","80101","15","2014-07-14 09:15:00","44","16f02bfdabe6159f3f7bf282591d2435","0","NULL","1","7","NULL","NULL","0"
"10000966881557199582","released","80017","4","2014-06-10 12:45:00","47","1098d3cc73749e97d59f9e6f96d66265","0","NULL","1","6","NULL","NULL","0"
"10000970496955763142","released","80033","6","2014-05-21 09:30:00","74","ca07149945596a973ccc26c0a39f40e0","0","NULL","-1","6","NULL","NULL","0"
"10000985753647627605","released on hold","80553","6","2014-06-04 10:45:00","131","b0b890481f37a9e4de56cfc802abdf13","0","NULL","3","7","NULL","NULL","0"
"10000986337970618413","released","80017","5","2014-05-30 12:15:00","182","e9e330fc6033ab02307eedb036e2aace","0","NULL","1","6","NULL","NULL","0"
"10000988577408165788","released","80680","4","2014-07-28 09:00:00","95","83a6cb1ea5159116cccf06e35d43af85","0","NULL","-1","7","NULL","NULL","0"
"10000997059429414114","released","80056","26","2014-05-23 18:15:00","98","57ce4b36c998917355afc12d9dbfbabb","0","NULL","-1","7","NULL","NULL","0"
"10001009329646167177","released on hold","89040","12","2014-09-15 10:45:00","103","1137f4229cf42894fd5fcd47b10200bc","0","NULL","-1","7","NULL","NULL","0"
"10001015121046631939","released","80013","121","2014-06-30 23:45:00","206","0134fa51cd1929a27b3c6b341c680964","0","NULL","-1","10","NULL","NULL","0"
"10001031438344187347","transferred","80506","7","2014-05-26 18:15:00","55","ccdba7f292d4079c1c4da070f2aed8b0","0","NULL","1","6","NULL","NULL","0"
"10001035843906828253","abandoned","","27","2014-06-05 16:15:00","0","f358693d3c2f663d664494343f9fefcd","0","NULL","-1","7","NULL","NULL","1"
"10001059123044436148","abandoned","","1","2014-09-09 15:45:00","0","b0b54dd6cb8046f627f331ca52eff129","0","NULL","-1","6","NULL","NULL","0"
"10001060952436062337","released","80039","5","2014-05-26 14:15:00","44","78be300d0351a960d46bd9a02c50ff9f","0","NULL","-1","6","NULL","NULL","0"
"10001063309596104748","abandoned","","15","2014-06-27 16:30:00","0","8d4d2c34bf74448d91acc6055a59e133","0","NULL","2","6","NULL","NULL","1"
"10001067281620863238","released","80661","3","2014-07-02 09:30:00","82","a8b128a7c1f468cbed1afcd313d74124","0","NULL","2","7","NULL","NULL","0"
"10001088478819068659","transferred","80291","6","2014-05-27 08:30:00","53","859cd8bdecdd11e7bb574001c70ab6d3","0","NULL","2","6","NULL","NULL","0"
"10001094439855236166","released on hold","80511","3","2014-05-21 19:45:00","52","1e180f5dd9fc6ae28bff6385ef06c56d","0","NULL","2","6","NULL","NULL","0"
"10001096025051499954","transferred","80610","6","2014-06-11 11:45:00","47","caf67005d25e3cc908f9e7a459109b8f","0","NULL","-1","6","NULL","NULL","0"
"10001104706174267862","released","80257","9","2014-08-13 15:15:00","67","28f3cadb4d16a9b2bb680881abbb30a7","0","NULL","1","6","NULL","NULL","0"
"10001116525168523141","released","80056","5","2014-08-15 10:00:00","53","6e8d44ce76020b818e975ebe0424b745","0","NULL","1","6","NULL","NULL","0"
"10001125324717937802","released","80434","4","2014-09-14 13:00:00","45","845765a558c4a3353ff4ff1c9b1607a4","0","NULL","3","6","NULL","NULL","0"
"10001127650723525436","released","80267","6","2014-08-30 12:45:00","66","151c3d7bb95cad7ac809ff2549143c69","0","NULL","-1","6","NULL","NULL","0"
"10001137832328649073","released","80097","22","2014-05-19 20:00:00","29","e088df36f466791e7c6a96156ea99b92","0","NULL","1","6","NULL","NULL","0"
"10001153226962226277","released","80262","8","2014-05-08 09:15:00","51","f7738fee06948f708a7d023fc3c2fff1","0","NULL","2","6","NULL","NULL","0"
"10001153843820049609","released","80506","8","2014-07-24 16:00:00","121","6eed61913d2a962ea7e84f10cca3e8ae","0","NULL","1","7","NULL","NULL","0"
"10001171178564684425","released","80496","23","2014-09-11 10:00:00","82","e420d83e303c229da054093d47d2ccdd","0","NULL","-1","6","NULL","NULL","0"
"10001176454863870560","released","80646","4","2014-07-28 09:45:00","122","b9d5c8097c3abcf1e95185d2fac239af","0","NULL","1","6","NULL","NULL","0"
"10001181463052833262","released","80498","6","2014-07-16 11:45:00","68","df14467ace14f6121e4e1e820508835a","0","NULL","2","6","NULL","NULL","0"
"10001185948215389806","released","80090","22","2014-07-15 19:30:00","327","84c9bdd1b96fe0e1fc63058497895def","0","NULL","2","5","NULL","NULL","0"
"10001186419993455073","released","80060","3","2014-07-27 11:15:00","69","c195fb46f3ad6102a30a86036b939877","0","NULL","3","6","NULL","NULL","0"
"10001205111927836480","released","80602","6","2014-07-28 14:30:00","51","ac0d443f6dc517e33f74cfb72813ecfb","0","NULL","3","6","NULL","NULL","0"
"10001222926981795401","released on hold","80356","5","2014-07-22 14:00:00","83","3eec35e83e95856d035e52babb6f9ff1","0","NULL","1","6","NULL","NULL","0"
"10001227778267039730","released","80083","7","2014-05-05 08:15:00","320","93153462a8ad7f19e5a4324a0954f8f1","0","NULL","2","6","NULL","NULL","0"
"10001245931936786057","released","80645","17","2014-06-12 21:00:00","34","214b000364575b235aab511ce4da40ff","0","NULL","1","6","NULL","NULL","0"
"10001249057654508568","released","80528","5","2014-06-20 15:00:00","64","899e6e20c4063731dd06375843f3b586","0","NULL","-1","6","NULL","NULL","0"
"10001257113884138351","released","80592","4","2014-06-18 09:30:00","101","f6cc8ef5200e3265c48e71f21099491a","0","NULL","3","6","NULL","NULL","0"
"1000128231279513625","released","80646","15","2014-05-05 08:00:00","45","d2712d9df1d6075d399ec35fe092b898","0","NULL","2","6","NULL","NULL","0"
"10001306844489946829","released on hold","80583","4","2014-06-03 17:00:00","1","2d92dafe6c23e1a48ff3e0053040975e","0","NULL","1","6","NULL","NULL","0"
"10001315083339996236","released","80675","64","2014-07-18 20:15:00","86","6aacc8506a591cd418ba98917948d0ab","0","NULL","3","6","NULL","NULL","0"
"1000132854287036645","released on hold","80530","5","2014-05-22 10:15:00","65","19ef35ccf29d0b37dcb5abe0e2040aee","0","NULL","1","6","NULL","NULL","0"
"10001329895889833092","released","80598","3","2014-05-12 06:30:00","46","d3b0b5909c1fff55f2d1d1fd77538447","0","NULL","2","6","NULL","NULL","0"
"10001341567081547758","released","80096","4","2014-07-11 14:45:00","73","e646b34c321d700e16a85062b9c73e03","0","NULL","3","6","NULL","NULL","0"
"10001341957070199069","released","80425","5","2014-06-26 12:30:00","15","4b4e09718b544693085a414a9dd1db81","0","NULL","3","6","NULL","NULL","0"
"10001343175083577165","released on hold","80523","5","2014-07-14 10:30:00","40","8be16e44e3b224c8364bb15ff1451006","0","NULL","1","7","NULL","NULL","0"
"10001381259998650086","released on hold","80674","5","2014-09-03 09:30:00","55","12cc7b8be2217c86dc65db866daf272f","0","NULL","1","6","NULL","NULL","0"
"10001388557191051664","released on hold","80523","5","2014-09-29 14:30:00","224","5f3873bd2335d3e183a485ff6f3e039c","0","NULL","-1","6","NULL","NULL","0"
"10001391487526011081","released on hold","80360","4","2014-07-07 08:45:00","63","c127f520dfa174ded07942c06dccaa6a","0","NULL","1","6","NULL","NULL","0"
"10001397845910692199","released on hold","80471","3","2014-07-04 11:45:00","213","8e9c992a1b7b0f9be18da4d5bea7815a","0","NULL","3","6","NULL","NULL","0"
"10001422447762939995","released","80054","18","2014-08-19 08:45:00","125","eedf3804d4f4c84c2b878f2983639939","0","NULL","-1","6","NULL","NULL","0"
"10001434928150781301","released on hold","80347","4","2014-06-02 10:45:00","79","61d8b27b8f9311c08bc5d850240f9a25","0","NULL","-1","6","NULL","NULL","0"
"10001437669757256164","transferred","80074","5","2014-08-04 13:30:00","51","ad8fc760d782ac9c73f5ef32144f2ad6","0","NULL","2","6","NULL","NULL","0"
"10001453665700940141","released","80064","3","2014-05-12 12:00:00","97","636daae1f8f9555446014999592fa9fd","0","NULL","3","6","NULL","NULL","0"
"10001482180686875910","released on hold","80527","5","2014-07-16 17:15:00","37","69ffc7652af1e947a6f0dd64189c3ef6","0","NULL","1","6","NULL","NULL","0"
"10001507729813073020","released","80097","31","2014-08-05 22:00:00","137","956d73abc5c31511d984a89ad17fdd23","0","NULL","2","6","NULL","NULL","0"
"10001513879864733085","transferred","80068","24","2014-05-24 10:00:00","81","fdcb2724327e2455d8c038abff3d5b15","0","NULL","-1","6","NULL","NULL","0"
"10001514110492635","released","80267","5","2014-09-20 08:45:00","143","726961d989b4a648f750e722a57657ca","0","NULL","-1","6","NULL","NULL","0"
"10001515817196692766","transferred","80405","31","2014-05-03 19:15:00","136","101d3f6eff96278b8d66181e1e9c169b","0","NULL","3","6","NULL","NULL","0"
"10001523975570649026","released","80472","19","2014-05-15 18:30:00","26","db4f91b74514c8253e9186a1bb0f8bf1","0","NULL","2","6","NULL","NULL","0"
"10001565766887082172","released","80107","5","2014-05-25 02:15:00","58","1f61d3b3a979528216b56716d31ef958","1","NULL","-1","6","NULL","NULL","0"
"10001583686864918171","released","80277","3","2014-05-12 18:30:00","45","ad63690afd96c00205c449dd7d22db0c","0","NULL","3","6","NULL","NULL","0"
"10001595144204776437","released","80553","13","2014-07-31 14:00:00","155","2e64d4186a480bd66fe5b1cef3f8c454","0","NULL","-1","10","NULL","NULL","0"
"10001607043949177801","released","80719","4","2014-09-25 11:30:00","55","695c7407edc85bb08b8c01f48b52c1fb","0","NULL","-1","6","NULL","NULL","0"
"10001612677344800363","transferred","80095","5","2014-08-12 10:15:00","77","6cca3479417c061a5c8d0e729f6a7530","0","NULL","3","6","NULL","NULL","0"
"10001626812037755560","released","89020","23","2014-08-21 14:15:00","44","28b428fba717baf9892ef97b30465c66","0","NULL","-1","6","NULL","NULL","0"
"10001635849163602554","abandoned","","46","2014-06-10 18:15:00","0","0342ca37dae87849fca60f787f6f84fa","0","NULL","3","6","NULL","NULL","1"
"10001672389793889232","released","80643","5","2014-06-10 17:00:00","54","ced6a85f96ff29aa120629f9f4aaeeec","0","NULL","1","7","NULL","NULL","0"
"10001674415924296588","released","80104","26","2014-06-18 16:45:00","61","b731051e611ee84c278dd5af39986af5","0","NULL","1","6","NULL","NULL","0"
"10001694459877145691","abandoned","","1","2014-09-10 11:00:00","0","c5510d67378e7bc8d58eabe10d6af18c","0","NULL","1","7","NULL","NULL","0"
"10001701372254135809","released on hold","80068","15","2014-06-18 11:45:00","38","968b2dc363790c72f0bb557cfca81584","0","NULL","1","6","NULL","NULL","0"
"1000170462659768011","released","80277","17","2014-06-28 08:45:00","53","9c98ffe5accfb4540abb51a44e5cf0f5","0","NULL","2","6","NULL","NULL","0"
"10001705518773761743","released","80515","5","2014-10-05 11:30:00","14","5a0b71e34bb09171beea298f5b7f4ceb","0","NULL","-1","6","NULL","NULL","0"
"10001736919743727401","released","80022","9","2014-06-06 16:45:00","74","39d29ed02277d1d9c4bf04f7eee7c532","0","NULL","3","6","NULL","NULL","0"
"10001747721710073229","abandoned","","17","2014-09-03 11:15:00","0","118c742a70fd5dce25b78b80cb2b9aa7","0","NULL","1","6","NULL","NULL","1"
"10001758372297607985","released","80204","9","2014-07-17 10:45:00","66","92b2580fa9473b32c6956e32cd8410b7","0","NULL","1","6","NULL","NULL","0"
"10001798968489998066","released on hold","80659","5","2014-10-04 21:45:00","64","f98ebbe06b96c9e67ddf1c0121536745","0","NULL","-1","6","NULL","NULL","0"
"10001816492399704325","released","80214","32","2014-05-09 11:45:00","116","7dddcd4dc7db61675cca7ee26e799d27","0","NULL","3","6","NULL","NULL","0"
"10001826567856172310","released","80662","7","2014-06-23 10:45:00","132","c1b9bab1c12c95b5385f31766f845ce0","0","NULL","1","6","NULL","NULL","0"
"10001831389543710427","released","80124","4","2014-05-14 12:30:00","60","0395e9671137c51af8809e6b607bc68d","0","NULL","-1","7","NULL","NULL","0"
"10001834139496257897","released","80501","5","2014-05-09 10:45:00","6","45f7ca0f1819d3bf901a565738794d5b","0","NULL","3","6","NULL","NULL","0"
"10001835653827062541","released","80599","36","2014-06-26 17:00:00","181","26e080e11813f750642d17acfdebde32","0","NULL","3","6","NULL","NULL","0"
"10001852815787154723","released","80696","5","2014-08-06 09:15:00","162","3f3ebb16ec7f3e5bab54b4d69f6e95e5","0","NULL","2","7","NULL","NULL","0"
"10001862275141743361","released","80653","16","2014-08-18 13:00:00","105","74d4bc2b43b8423dee6adf759d9ae49e","0","NULL","1","6","NULL","NULL","0"
"10001873826077451751","transferred","80477","4","2014-09-26 11:30:00","44","7097539d7c8a2b153dfa097fa2d831e1","0","NULL","-1","6","NULL","NULL","0"
"10001881040922858340","released","83347","1","2014-08-25 12:30:00","70","0811384064c0241d1bd1261394468072","0","NULL","3","10","NULL","NULL","0"
"10001890841500023753","released","80067","3","2014-07-11 12:00:00","107","18e03f68f7de9f2d5e28421d7aaa219c","0","NULL","3","6","NULL","NULL","0"
"10001891725340224917","released","80661","8","2014-06-18 14:30:00","35","d51aee866327e1224a459cb55f8adb99","0","NULL","2","7","NULL","NULL","0"
