# search log
# id> internal id
# created_at> database insert timestamp
# params> jSON of attributes
	what> "what" keyword
	where> "where" keyword
	from> pagination of results (0 means first page)
	size> number of results per page
	source_facility> originator of request, always "op"
	record_ids> if there are results from catalogue (not only phonebook), here are returned subject IDs
	uir_type, uir_id, uir_name> if "where" field is recognized as an address, here are database IDs of that address

id;created_at;params
336960090;2014-10-01 01:25:23.0;{"what":"tesco mobil","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336960238;2014-10-01 01:26:00.0;{"what":"penzion","where":"Mostkovice, okres Prostějov","from":"0","size":"3","source_facility":"op"}
336960175;2014-10-01 01:26:00.0;{"what":"penzion","where":"Mostkovice, okres Prostějov","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":589730,"uir_name":"Mostkovice"}
336960154;2014-10-01 01:26:00.0;{"what":"penzion","where":"Mostkovice, okres Prostějov","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":589730,"uir_name":"Mostkovice"}
336960397;2014-10-01 01:28:12.0;{"what":"taxi","where":"kamenice nad lipou","from":"0","size":"3","source_facility":"op"}
336960266;2014-10-01 01:28:12.0;{"what":"taxi","where":"kamenice nad lipou","from":"0","size":"3","source_facility":"op","record_ids":[308225,76415,464167],"uir_type":"city","uir_id":548111,"uir_name":"Kamenice nad Lipou"}
336960398;2014-10-01 01:28:15.0;{"what":"taxi","where":"Kamenice nad Lipou, okres Pelhřimov","from":"0","size":"3","source_facility":"op"}
336960267;2014-10-01 01:28:15.0;{"what":"taxi","where":"Kamenice nad Lipou, okres Pelhřimov","from":"0","size":"3","source_facility":"op","record_ids":[308225,76415,464167],"uir_type":"city","uir_id":548111,"uir_name":"Kamenice nad Lipou"}
336960253;2014-10-01 01:28:36.0;{"what":"taxi","where":"Kamenice nad Lipou, okres Pelhřimov","from":"3","size":"5","source_facility":"op","record_ids":[49843,49849,58033,63547,60594],"uir_type":"city","uir_id":548111,"uir_name":"Kamenice nad Lipou"}
336960349;2014-10-01 01:29:41.0;{"what":"taxi","where":"brno","from":"0","size":"3","source_facility":"op"}
336960504;2014-10-01 01:29:42.0;{"what":"taxi","where":"brno","from":"0","size":"3","source_facility":"op","record_ids":[80509,744013,81956],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336960523;2014-10-01 01:30:48.0;{"what":"holiday in","where":"brno","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336960468;2014-10-01 01:30:48.0;{"what":"holiday in","where":"brno","from":"0","size":"3","source_facility":"op"}
336960505;2014-10-01 01:30:50.0;{"what":"holiday inn","where":"brno","from":"0","size":"3","source_facility":"op","record_ids":[84288],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336960390;2014-10-01 01:30:50.0;{"what":"holiday inn","where":"brno","from":"0","size":"3","source_facility":"op"}
336960511;2014-10-01 01:32:28.0;{"what":"kooperativa","where":"","from":"0","size":"3","source_facility":"op","record_ids":[61210,76311,87555]}
336960469;2014-10-01 01:32:28.0;{"what":"kooperativa","where":"","from":"0","size":"3","source_facility":"op"}
336960529;2014-10-01 01:32:43.0;{"what":"kooperativa asisteční služba","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336960470;2014-10-01 01:32:43.0;{"what":"kooperativa asisteční služba","where":"","from":"0","size":"3","source_facility":"op"}
336961067;2014-10-01 01:38:39.0;{"what":"taxi","where":"Špindlerův mlýn","from":"0","size":"3","source_facility":"op"}
336960740;2014-10-01 01:38:39.0;{"what":"taxi","where":"Špindlerův mlýn","from":"0","size":"3","source_facility":"op","record_ids":[51563,80263,762903],"uir_type":"city","uir_id":579742,"uir_name":"Špindlerův Mlýn"}
336960828;2014-10-01 01:39:06.0;{"what":"penzion","where":"Prostějov, okres Prostějov","from":"0","size":"3","source_facility":"op","record_ids":[78773,559163,610669],"uir_type":"city","uir_id":589250,"uir_name":"Prostějov"}
336960788;2014-10-01 01:39:06.0;{"what":"penzion","where":"Prostějov, okres Prostějov","from":"0","size":"3","source_facility":"op"}
336961085;2014-10-01 01:48:45.0;{"what":"škoda","where":"plzeň","from":"0","size":"3","source_facility":"op"}
336961057;2014-10-01 01:48:45.0;{"what":"škoda","where":"plzeň","from":"0","size":"3","source_facility":"op","record_ids":[86278,87056,56185],"uir_type":"city","uir_id":554791,"uir_name":"Plzeň"}
336961365;2014-10-01 01:50:41.0;{"what":"drink drive","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op","record_ids":[684083,66279,58685],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336961211;2014-10-01 01:50:41.0;{"what":"drink drive","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op"}
336961370;2014-10-01 01:52:49.0;{"what":"taxi","where":"Jičín, okres Jičín","from":"0","size":"3","source_facility":"op","record_ids":[84997,49374,72804],"uir_type":"city","uir_id":572659,"uir_name":"Jičín"}
336961334;2014-10-01 01:52:49.0;{"what":"taxi","where":"Jičín, okres Jičín","from":"0","size":"3","source_facility":"op"}
336961569;2014-10-01 01:56:46.0;{"what":"721129322","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336961493;2014-10-01 01:56:46.0;{"what":"721129322","where":"","from":"0","size":"3","source_facility":"op"}
336961850;2014-10-01 02:03:22.0;{"what":"ekosidas","where":"Žďár nad Sázavou - Radonín","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city_part","uir_id":195341,"uir_name":"Radonín"}
336961775;2014-10-01 02:03:22.0;{"what":"ekosidas","where":"Žďár nad Sázavou - Radonín","from":"0","size":"3","source_facility":"op"}
336961898;2014-10-01 02:03:28.0;{"what":"ekofidas","where":"Žďár nad Sázavou - Radonín","from":"0","size":"3","source_facility":"op"}
336961851;2014-10-01 02:03:28.0;{"what":"ekofidas","where":"Žďár nad Sázavou - Radonín","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city_part","uir_id":195341,"uir_name":"Radonín"}
336961864;2014-10-01 02:04:12.0;{"what":"sykora","where":"Žďár nad Sázavou - Radonín","from":"0","size":"3","source_facility":"op"}
336961796;2014-10-01 02:04:12.0;{"what":"sykora","where":"Žďár nad Sázavou - Radonín","from":"0","size":"3","source_facility":"op","record_ids":[52559,64364,143682],"uir_type":"city_part","uir_id":195341,"uir_name":"Radonín"}
336962080;2014-10-01 02:04:36.0;{"what":"sikora","where":"Žďár nad Sázavou - Radonín","from":"0","size":"3","source_facility":"op"}
336961966;2014-10-01 02:04:36.0;{"what":"sikora","where":"Žďár nad Sázavou - Radonín","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city_part","uir_id":195341,"uir_name":"Radonín"}
336961918;2014-10-01 02:04:50.0;{"what":"sýkora","where":"Žďár nad Sázavou - Radonín","from":"0","size":"3","source_facility":"op","record_ids":[52559,64364,143682],"uir_type":"city_part","uir_id":195341,"uir_name":"Radonín"}
336961901;2014-10-01 02:04:50.0;{"what":"sýkora","where":"Žďár nad Sázavou - Radonín","from":"0","size":"3","source_facility":"op"}
336962081;2014-10-01 02:06:07.0;{"what":"taxi","where":"praha","from":"0","size":"3","source_facility":"op"}
336961946;2014-10-01 02:06:07.0;{"what":"taxi","where":"praha","from":"0","size":"3","source_facility":"op","record_ids":[762071,66181,58685],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336962088;2014-10-01 02:06:46.0;{"what":"taxi","where":"Brno, okres Brno-město","from":"0","size":"3","source_facility":"op"}
336961947;2014-10-01 02:06:47.0;{"what":"taxi","where":"Brno, okres Brno-město","from":"0","size":"3","source_facility":"op","record_ids":[744013,80509,68244],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336962288;2014-10-01 02:14:40.0;{"what":"hotel kovák","where":"ostrava","from":"0","size":"3","source_facility":"op"}
336962242;2014-10-01 02:14:41.0;{"what":"hotel kovák","where":"ostrava","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554821,"uir_name":"Ostrava"}
336962560;2014-10-01 02:23:37.0;{"what":"kaple 09","where":"brno","from":"0","size":"3","source_facility":"op"}
336962510;2014-10-01 02:23:37.0;{"what":"kaple 09","where":"brno","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336962606;2014-10-01 02:25:02.0;{"what":"taxi","where":"Kladno, okres Kladno","from":"0","size":"3","source_facility":"op","record_ids":[65850,65522,68847],"uir_type":"city","uir_id":532053,"uir_name":"Kladno"}
336962571;2014-10-01 02:25:02.0;{"what":"taxi","where":"Kladno, okres Kladno","from":"0","size":"3","source_facility":"op"}
336962624;2014-10-01 02:25:18.0;{"what":"taxi","where":"Kladno, okres Kladno","from":"3","size":"5","source_facility":"op","record_ids":[463827,200347],"uir_type":"city","uir_id":532053,"uir_name":"Kladno"}
336962709;2014-10-01 02:26:01.0;{"what":"urgentní příjem ","where":"Olomouc","from":"0","size":"3","source_facility":"op"}
336962673;2014-10-01 02:26:01.0;{"what":"urgentní příjem ","where":"Olomouc","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":500496,"uir_name":"Olomouc"}
336962809;2014-10-01 02:29:13.0;{"what":"taxi","where":"Brno","from":"0","size":"3","source_facility":"op","record_ids":[744013,80509,81956],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336962677;2014-10-01 02:29:13.0;{"what":"taxi","where":"Brno","from":"0","size":"3","source_facility":"op"}
336963138;2014-10-01 02:31:30.0;{"what":"sportžurnál","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336962895;2014-10-01 02:31:30.0;{"what":"sportžurnál","where":"","from":"0","size":"3","source_facility":"op"}
336963106;2014-10-01 02:37:19.0;{"what":"kaple 09","where":"Brno, okres Brno-město","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336963014;2014-10-01 02:37:19.0;{"what":"kaple 09","where":"Brno, okres Brno-město","from":"0","size":"3","source_facility":"op"}
336963128;2014-10-01 02:38:51.0;{"what":"taxi fér","where":"Karlovy Vary, okres Karlovy Vary","from":"0","size":"3","source_facility":"op"}
336963093;2014-10-01 02:38:51.0;{"what":"taxi fér","where":"Karlovy Vary, okres Karlovy Vary","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554961,"uir_name":"Karlovy Vary"}
336963260;2014-10-01 02:40:11.0;{"what":"taxi","where":"Karlovy Vary, okres Karlovy Vary","from":"0","size":"3","source_facility":"op"}
336963249;2014-10-01 02:40:11.0;{"what":"taxi","where":"Karlovy Vary, okres Karlovy Vary","from":"0","size":"3","source_facility":"op","record_ids":[65857,762783,407819],"uir_type":"city","uir_id":554961,"uir_name":"Karlovy Vary"}
336963287;2014-10-01 02:40:57.0;{"what":"radiožurnál","where":"","from":"0","size":"3","source_facility":"op"}
336963131;2014-10-01 02:40:57.0;{"what":"radiožurnál","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336963321;2014-10-01 02:41:32.0;{"what":"radiožurnál živé vysílání","where":"","from":"0","size":"3","source_facility":"op"}
336963229;2014-10-01 02:41:32.0;{"what":"radiožurnál živé vysílání","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336963191;2014-10-01 02:42:06.0;{"what":"vodňanské kuře","where":"Mirovice","from":"0","size":"3","source_facility":"op"}
336963177;2014-10-01 02:42:06.0;{"what":"vodňanské kuře","where":"Mirovice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":549592,"uir_name":"Mirovice"}
336963601;2014-10-01 02:46:50.0;{"what":"taxi","where":"Rumburk, okres Děčín","from":"0","size":"3","source_facility":"op"}
336963390;2014-10-01 02:46:50.0;{"what":"taxi","where":"Rumburk, okres Děčín","from":"0","size":"3","source_facility":"op","record_ids":[79520,61218],"uir_type":"city","uir_id":562777,"uir_name":"Rumburk"}
336963858;2014-10-01 02:48:32.0;{"what":"taxi","where":"Sokolov","from":"0","size":"3","source_facility":"op","record_ids":[82067,66580,762883],"uir_type":"city","uir_id":560286,"uir_name":"Sokolov"}
336963718;2014-10-01 02:48:32.0;{"what":"taxi","where":"Sokolov","from":"0","size":"3","source_facility":"op"}
336963513;2014-10-01 02:49:13.0;{"what":"taxi","where":"Sokolov","from":"3","size":"5","source_facility":"op","record_ids":[66844,65857,53603,63324,49649],"uir_type":"city","uir_id":560286,"uir_name":"Sokolov"}
336963619;2014-10-01 02:51:06.0;{"what":"taxi","where":"karlovy vary","from":"0","size":"3","source_facility":"op"}
336963557;2014-10-01 02:51:06.0;{"what":"taxi","where":"karlovy vary","from":"0","size":"3","source_facility":"op","record_ids":[65857,762783,407819],"uir_type":"city","uir_id":554961,"uir_name":"Karlovy Vary"}
336963725;2014-10-01 02:51:31.0;{"what":"taxi","where":"České budějovice","from":"0","size":"3","source_facility":"op"}
336963686;2014-10-01 02:51:31.0;{"what":"taxi","where":"České budějovice","from":"0","size":"3","source_facility":"op","record_ids":[65096,82679,65138],"uir_type":"city","uir_id":544256,"uir_name":"České Budějovice"}
336963886;2014-10-01 02:56:37.0;{"what":"","where":"sport žurnálů","from":"0","size":"3","source_facility":"op"}
336963871;2014-10-01 02:56:37.0;{"what":"","where":"sport žurnálů","from":"0","size":"3","source_facility":"op","record_ids":[]}
336963846;2014-10-01 02:57:26.0;{"what":"sport žurnál","where":"sport žurnálů","from":"0","size":"3","source_facility":"op"}
336963784;2014-10-01 02:57:26.0;{"what":"sport žurnál","where":"sport žurnálů","from":"0","size":"3","source_facility":"op","record_ids":[]}
336963847;2014-10-01 02:57:28.0;{"what":"sport žurnál","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336963755;2014-10-01 02:57:28.0;{"what":"sport žurnál","where":"","from":"0","size":"3","source_facility":"op"}
336964021;2014-10-01 02:59:39.0;{"what":"studen agency","where":"","from":"0","size":"3","source_facility":"op"}
336963897;2014-10-01 02:59:39.0;{"what":"studen agency","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336964679;2014-10-01 03:10:46.0;{"what":"pipovar","where":"jihlava","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":586846,"uir_name":"Jihlava"}
336964502;2014-10-01 03:10:46.0;{"what":"pipovar","where":"jihlava","from":"0","size":"3","source_facility":"op"}
336964547;2014-10-01 03:12:15.0;{"what":"zubní pohotovost","where":"Písek, okres Písek","from":"0","size":"3","source_facility":"op"}
336964449;2014-10-01 03:12:15.0;{"what":"zubní pohotovost","where":"Písek, okres Písek","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":549240,"uir_name":"Písek"}
336964739;2014-10-01 03:12:56.0;{"what":"zubní mudr","where":"Písek, okres Písek","from":"0","size":"3","source_facility":"op"}
336964477;2014-10-01 03:12:56.0;{"what":"zubní mudr","where":"Písek, okres Písek","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":549240,"uir_name":"Písek"}
336964684;2014-10-01 03:12:59.0;{"what":"hotel merhraft","where":"praha","from":"0","size":"3","source_facility":"op"}
336964529;2014-10-01 03:13:00.0;{"what":"hotel merhraft","where":"praha","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336964685;2014-10-01 03:13:13.0;{"what":"hotel princ","where":"Praha","from":"0","size":"3","source_facility":"op"}
336964513;2014-10-01 03:13:13.0;{"what":"hotel princ","where":"Praha","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336964530;2014-10-01 03:13:15.0;{"what":"zubní mudr","where":"Písek, okres Písek","from":"3","size":"5","source_facility":"op"}
336964744;2014-10-01 03:13:16.0;{"what":"hotel merhaft","where":"praha","from":"0","size":"3","source_facility":"op"}
336964660;2014-10-01 03:13:17.0;{"what":"hotel merhaft","where":"praha","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336964686;2014-10-01 03:13:24.0;{"what":"hotel merh","where":"praha","from":"0","size":"3","source_facility":"op"}
336964629;2014-10-01 03:13:24.0;{"what":"hotel merh","where":"praha","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336964531;2014-10-01 03:13:25.0;{"what":"apartmány hotel princ","where":"Praha","from":"0","size":"3","source_facility":"op"}
336964551;2014-10-01 03:13:26.0;{"what":"apartmány hotel princ","where":"Praha","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336964564;2014-10-01 03:13:34.0;{"what":"hotel merhaut","where":"praha","from":"0","size":"3","source_facility":"op"}
336964518;2014-10-01 03:13:35.0;{"what":"hotel merhaut","where":"praha","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336964565;2014-10-01 03:13:52.0;{"what":"apartmány","where":"Praha Staroměstské náměstí 29","from":"0","size":"3","source_facility":"op"}
336964552;2014-10-01 03:13:52.0;{"what":"apartmány","where":"Praha Staroměstské náměstí 29","from":"0","size":"3","source_facility":"op","record_ids":[67524,85471,60014],"uir_type":"address","uir_id":21720185,"uir_name":null}
336964661;2014-10-01 03:14:14.0;{"what":"apartmány princ","where":"Praha Staroměstské náměstí ","from":"0","size":"3","source_facility":"op"}
336964553;2014-10-01 03:14:14.0;{"what":"apartmány princ","where":"Praha Staroměstské náměstí ","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"street","uir_id":470244,"uir_name":"Staroměstské náměstí"}
336964912;2014-10-01 03:21:50.0;{"what":"rozvoz","where":"Praha","from":"0","size":"3","source_facility":"op"}
336964892;2014-10-01 03:21:51.0;{"what":"rozvoz","where":"Praha","from":"0","size":"3","source_facility":"op","record_ids":[85120,86439,66279],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336964913;2014-10-01 03:21:56.0;{"what":"rozvoz pizza","where":"Praha","from":"0","size":"3","source_facility":"op"}
336964893;2014-10-01 03:21:57.0;{"what":"rozvoz pizza","where":"Praha","from":"0","size":"3","source_facility":"op","record_ids":[763009,58464,762405],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336964896;2014-10-01 03:22:06.0;{"what":"pizza nonstop","where":"Praha","from":"0","size":"3","source_facility":"op"}
336964876;2014-10-01 03:22:06.0;{"what":"pizza nonstop","where":"Praha","from":"0","size":"3","source_facility":"op","record_ids":[58464,66373],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336965282;2014-10-01 03:23:56.0;{"what":"zubní pohotovost","where":"","from":"0","size":"3","source_facility":"op"}
336964988;2014-10-01 03:23:56.0;{"what":"zubní pohotovost","where":"","from":"0","size":"3","source_facility":"op","record_ids":[86206,188615,66849]}
336965286;2014-10-01 03:26:19.0;{"what":"sistenční služba","where":"ostrava","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":554821,"uir_name":"Ostrava"}
336965033;2014-10-01 03:26:19.0;{"what":"sistenční služba","where":"ostrava","from":"0","size":"3","source_facility":"op"}
336965162;2014-10-01 03:26:22.0;{"what":"asistenční služba","where":"ostrava","from":"0","size":"3","source_facility":"op"}
336965127;2014-10-01 03:26:22.0;{"what":"asistenční služba","where":"ostrava","from":"0","size":"3","source_facility":"op","record_ids":[84973,51962,83158],"uir_type":"city","uir_id":554821,"uir_name":"Ostrava"}
336965197;2014-10-01 03:26:37.0;{"what":"taxi","where":"Brno","from":"0","size":"3","source_facility":"op"}
336965070;2014-10-01 03:26:37.0;{"what":"taxi","where":"Brno","from":"0","size":"3","source_facility":"op","record_ids":[744013,80509,81956],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336965445;2014-10-01 03:31:17.0;{"what":"frekvence 1","where":"","from":"0","size":"3","source_facility":"op"}
336965307;2014-10-01 03:31:17.0;{"what":"frekvence 1","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336965249;2014-10-01 03:32:02.0;{"what":"frekvence 1 kontakt do studia","where":"","from":"0","size":"3","source_facility":"op"}
336965308;2014-10-01 03:32:03.0;{"what":"frekvence 1 kontakt do studia","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336965783;2014-10-01 03:41:06.0;{"what":"taxi","where":"prostějov","from":"0","size":"3","source_facility":"op","record_ids":[80054,84916,762869],"uir_type":"city","uir_id":589250,"uir_name":"Prostějov"}
336965636;2014-10-01 03:41:06.0;{"what":"taxi","where":"prostějov","from":"0","size":"3","source_facility":"op"}
336965902;2014-10-01 03:43:21.0;{"what":"frekvence 1","where":"","from":"0","size":"3","source_facility":"op"}
336965752;2014-10-01 03:43:21.0;{"what":"frekvence 1","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336966323;2014-10-01 03:43:30.0;{"what":"frekvence 1 živé vysílání","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336965757;2014-10-01 03:43:30.0;{"what":"frekvence 1 živé vysílání","where":"","from":"0","size":"3","source_facility":"op"}
336966180;2014-10-01 03:53:07.0;{"what":"taxi odas","where":"plzeň","from":"0","size":"3","source_facility":"op"}
336966176;2014-10-01 03:53:08.0;{"what":"taxi odas","where":"plzeň","from":"0","size":"3","source_facility":"op","record_ids":[70521],"uir_type":"city","uir_id":554791,"uir_name":"Plzeň"}
336966560;2014-10-01 03:56:47.0;{"what":"frekvence 1 živé vysílání","where":"","from":"0","size":"3","source_facility":"op","record_ids":[]}
336966350;2014-10-01 03:56:47.0;{"what":"frekvence 1 živé vysílání","where":"","from":"0","size":"3","source_facility":"op"}
336966419;2014-10-01 03:57:23.0;{"what":"speed cars","where":"","from":"0","size":"3","source_facility":"op"}
336966317;2014-10-01 03:57:23.0;{"what":"speed cars","where":"","from":"0","size":"3","source_facility":"op","record_ids":[66971,75208]}
336966366;2014-10-01 03:57:30.0;{"what":"speed cars","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op"}
336966354;2014-10-01 03:57:30.0;{"what":"speed cars","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op","record_ids":[75208],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336966586;2014-10-01 03:57:45.0;{"what":"aaa taxi","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op"}
336966472;2014-10-01 03:57:45.0;{"what":"aaa taxi","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op","record_ids":[66181],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336966962;2014-10-01 04:07:50.0;{"what":"české dráhy","where":"","from":"0","size":"3","source_facility":"op"}
336966899;2014-10-01 04:07:50.0;{"what":"české dráhy","where":"","from":"0","size":"3","source_facility":"op","record_ids":[74135,148325]}
336966766;2014-10-01 04:08:15.0;{"what":"české dráhy","where":"","from":"3","size":"5","source_facility":"op"}
336967051;2014-10-01 04:08:28.0;{"what":"české dráhy","where":"brno","from":"0","size":"3","source_facility":"op"}
336966900;2014-10-01 04:08:29.0;{"what":"české dráhy","where":"brno","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":582786,"uir_name":"Brno"}
336966872;2014-10-01 04:09:21.0;{"what":"pohřební služba","where":"Žďár nad Sázavou, okres Žďár nad Sázavou","from":"0","size":"3","source_facility":"op"}
336966818;2014-10-01 04:09:22.0;{"what":"pohřební služba","where":"Žďár nad Sázavou, okres Žďár nad Sázavou","from":"0","size":"3","source_facility":"op","record_ids":[761789,167497,678693],"uir_type":"city","uir_id":595209,"uir_name":"Žďár nad Sázavou"}
336967054;2014-10-01 04:09:31.0;{"what":"pohřební služba","where":"Žďár nad Sázavou, okres Žďár nad Sázavou","from":"3","size":"5","source_facility":"op","record_ids":[52455],"uir_type":"city","uir_id":595209,"uir_name":"Žďár nad Sázavou"}
336967161;2014-10-01 04:13:36.0;{"what":"taxi","where":"Vodňany","from":"0","size":"3","source_facility":"op"}
336966990;2014-10-01 04:13:36.0;{"what":"taxi","where":"Vodňany","from":"0","size":"3","source_facility":"op","record_ids":[49828,275673,82030],"uir_type":"city","uir_id":551953,"uir_name":"Vodňany"}
336967244;2014-10-01 04:14:45.0;{"what":"taxi","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op","record_ids":[762071,66181,58685],"uir_type":"city","uir_id":554782,"uir_name":"Praha"}
336967115;2014-10-01 04:14:45.0;{"what":"taxi","where":"Praha, Hlavní město Praha","from":"0","size":"3","source_facility":"op"}
336967649;2014-10-01 04:24:37.0;{"what":"chalup*","where":"Baranova 1487/16, Praha - Praha 3, 130 00","from":"0","size":"3","source_facility":"op","record_ids":[83153,66628,479389],"uir_type":"address","uir_id":21782695,"uir_name":null}
336967460;2014-10-01 04:24:38.0;{"what":"chalup*","where":"Baranova 1487/16, Praha - Praha 3, 130 00","from":"0","size":"3","source_facility":"op"}
336967337;2014-10-01 04:24:48.0;{"what":"","where":"Baranova 1487/16, Praha - Praha 3, 130 00","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"address","uir_id":21782695,"uir_name":null}
336967511;2014-10-01 04:24:49.0;{"what":"","where":"Baranova 1487/16, Praha - Praha 3, 130 00","from":"0","size":"3","source_facility":"op"}
336967400;2014-10-01 04:24:53.0;{"what":"","where":"Baranova 1487/16, Praha - Praha 3, 130 00","from":"3","size":"5","source_facility":"op"}
336967652;2014-10-01 04:29:07.0;{"what":"instalatér","where":"Proboštov, okres Teplice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":567787,"uir_name":"Proboštov"}
336967566;2014-10-01 04:29:07.0;{"what":"instalatér","where":"Proboštov, okres Teplice","from":"0","size":"3","source_facility":"op"}
336967655;2014-10-01 04:29:12.0;{"what":"instalatér nonstoú","where":"Proboštov, okres Teplice","from":"0","size":"3","source_facility":"op"}
336967567;2014-10-01 04:29:12.0;{"what":"instalatér nonstoú","where":"Proboštov, okres Teplice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":567787,"uir_name":"Proboštov"}
336967719;2014-10-01 04:29:13.0;{"what":"instalatér nonstop","where":"Proboštov, okres Teplice","from":"0","size":"3","source_facility":"op"}
336967635;2014-10-01 04:29:14.0;{"what":"instalatér nonstop","where":"Proboštov, okres Teplice","from":"0","size":"3","source_facility":"op","record_ids":[],"uir_type":"city","uir_id":567787,"uir_name":"Proboštov"}
336967674;2014-10-01 04:29:37.0;{"what":"instalatér nonstop","where":"Teplice, okres Teplice","from":"0","size":"3","source_facility":"op","record_ids":[259123,86057],"uir_type":"city","uir_id":567442,"uir_name":"Teplice"}
336967588;2014-10-01 04:29:37.0;{"what":"instalatér nonstop","where":"Teplice, okres Teplice","from":"0","size":"3","source_facility":"op"}
336967844;2014-10-01 04:30:22.0;{"what":"instalatér","where":"teplice","from":"0","size":"3","source_facility":"op"}
336967721;2014-10-01 04:30:22.0;{"what":"instalatér","where":"teplice","from":"0","size":"3","source_facility":"op","record_ids":[259123,86057,54305],"uir_type":"city","uir_id":567442,"uir_name":"Teplice"}
336967787;2014-10-01 04:30:56.0;{"what":"instalatér","where":"Proboštov, okres Teplice","from":"0","size":"3","source_facility":"op"}
336967757;2014-10-01 04:30:56.0;{"what":"instalatér","where":"Proboštov, okres Teplice","from":"0","size":"3","source_facility":"op","record_ids":[259123,86057,60832],"uir_type":"city","uir_id":567787,"uir_name":"Proboštov"}
336967942;2014-10-01 04:33:29.0;{"what":"instalatér nonstop","where":"Teplice, okres Teplice","from":"0","size":"3","source_facility":"op","record_ids":[259123,86057],"uir_type":"city","uir_id":567442,"uir_name":"Teplice"}
